ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2011-01-09,24756.594063222412,-8015.8485223519,27500.761359869364,24756.594063222412,24756.594063222412,-14952.752658291607,-14952.752658291607,-14952.752658291607,-14952.752658291607,-14952.752658291607,-14952.752658291607,0.0,0.0,0.0,9803.841404930805
2011-01-10,24749.90609747679,2605.4056252258197,39644.61004217799,24749.90609747679,24749.90609747679,-1984.5211753423796,-1984.5211753423796,-1984.5211753423796,-1984.5211753423796,-1984.5211753423796,-1984.5211753423796,0.0,0.0,0.0,22765.38492213441
2011-01-11,24743.218131731162,8597.648340958089,44343.31613009739,24743.218131731162,24743.218131731162,1970.4953485067501,1970.4953485067501,1970.4953485067501,1970.4953485067501,1970.4953485067501,1970.4953485067501,0.0,0.0,0.0,26713.71348023791
2011-01-12,24736.53016598554,5336.733280452567,42457.34827020633,24736.53016598554,24736.53016598554,-732.9391834303107,-732.9391834303107,-732.9391834303107,-732.9391834303107,-732.9391834303107,-732.9391834303107,0.0,0.0,0.0,24003.59098255523
2011-01-13,24729.842200239917,13689.272630349995,49272.26310058721,24729.842200239917,24729.842200239917,6523.218076445556,6523.218076445556,6523.218076445556,6523.218076445556,6523.218076445556,6523.218076445556,0.0,0.0,0.0,31253.06027668547
2011-01-14,24723.154234494286,5462.570380694888,40577.578328035,24723.154234494286,24723.154234494286,-1479.2800092461653,-1479.2800092461653,-1479.2800092461653,-1479.2800092461653,-1479.2800092461653,-1479.2800092461653,0.0,0.0,0.0,23243.87422524812
2011-01-16,24709.778298603163,-8218.041788658998,28284.59867117641,24709.778298603163,24709.778298603163,-14952.752658321002,-14952.752658321002,-14952.752658321002,-14952.752658321002,-14952.752658321002,-14952.752658321002,0.0,0.0,0.0,9757.025640282161
2011-01-17,24703.0903306576,4262.280102059563,39660.33372682443,24703.0903306576,24703.0903306576,-1984.5211752969783,-1984.5211752969783,-1984.5211752969783,-1984.5211752969783,-1984.5211752969783,-1984.5211752969783,0.0,0.0,0.0,22718.569155360623
2011-01-18,24696.402362712037,7855.14192863595,45437.545851283474,24696.402362712037,24696.402362712037,1970.495348523704,1970.495348523704,1970.495348523704,1970.495348523704,1970.495348523704,1970.495348523704,0.0,0.0,0.0,26666.897711235742
2011-01-19,24689.714394766474,6776.95119419649,43284.270431070545,24689.714394766474,24689.714394766474,-732.9391833822444,-732.9391833822444,-732.9391833822444,-732.9391833822444,-732.9391833822444,-732.9391833822444,0.0,0.0,0.0,23956.77521138423
2011-01-20,24683.026426820914,13905.317329028727,48447.752033356264,24683.026426820914,24683.026426820914,6523.21807640935,6523.21807640935,6523.21807640935,6523.21807640935,6523.21807640935,6523.21807640935,0.0,0.0,0.0,31206.244503230264
2011-01-21,24676.338458875347,4272.261225851428,40852.72979630144,24676.338458875347,24676.338458875347,-1479.2800092477642,-1479.2800092477642,-1479.2800092477642,-1479.2800092477642,-1479.2800092477642,-1479.2800092477642,0.0,0.0,0.0,23197.058449627584
2011-01-23,24662.96252298422,-8249.738044889571,27450.4881188583,24662.96252298422,24662.96252298422,-14952.752658286967,-14952.752658286967,-14952.752658286967,-14952.752658286967,-14952.752658286967,-14952.752658286967,0.0,0.0,0.0,9710.209864697254
2011-01-24,24656.274555038657,4848.348593688107,40080.5449537801,24656.274555038657,24656.274555038657,-1984.5211753889496,-1984.5211753889496,-1984.5211753889496,-1984.5211753889496,-1984.5211753889496,-1984.5211753889496,0.0,0.0,0.0,22671.75337964971
2011-01-25,24649.586587093097,9441.670445255753,43854.709200062716,24649.586587093097,24649.586587093097,1970.4953484721905,1970.4953484721905,1970.4953484721905,1970.4953484721905,1970.4953484721905,1970.4953484721905,0.0,0.0,0.0,26620.08193556529
2011-01-26,24642.898619147534,5951.680479466402,41912.104090826215,24642.898619147534,24642.898619147534,-732.9391833979103,-732.9391833979103,-732.9391833979103,-732.9391833979103,-732.9391833979103,-732.9391833979103,0.0,0.0,0.0,23909.959435749624
2011-01-27,24636.218369836144,13149.975244984134,48869.44755119225,24636.218369836144,24636.218369836144,6523.218076380183,6523.218076380183,6523.218076380183,6523.218076380183,6523.218076380183,6523.218076380183,0.0,0.0,0.0,31159.43644621633
2011-01-28,24629.538120524754,4069.2861008155764,39458.60561591374,24629.538120524754,24629.538120524754,-1479.2800092305388,-1479.2800092305388,-1479.2800092305388,-1479.2800092305388,-1479.2800092305388,-1479.2800092305388,0.0,0.0,0.0,23150.258111294213
2011-01-30,24616.17762190197,-8295.441918606492,28576.71617129407,24616.17762190197,24616.17762190197,-14952.752658302868,-14952.752658302868,-14952.752658302868,-14952.752658302868,-14952.752658302868,-14952.752658302868,0.0,0.0,0.0,9663.424963599102
2011-01-31,24609.49737259058,5804.059286895585,40010.14139639004,24609.49737259058,24609.49737259058,-1984.5211753435487,-1984.5211753435487,-1984.5211753435487,-1984.5211753435487,-1984.5211753435487,-1984.5211753435487,0.0,0.0,0.0,22624.97619724703
2011-02-01,24602.81712327919,8833.75925212337,44084.71156239026,24602.81712327919,24602.81712327919,1970.4953484891446,1970.4953484891446,1970.4953484891446,1970.4953484891446,1970.4953484891446,1970.4953484891446,0.0,0.0,0.0,26573.312471768335
2011-02-02,24596.1368739678,4670.502410446113,41715.001762238804,24596.1368739678,24596.1368739678,-732.9391834135761,-732.9391834135761,-732.9391834135761,-732.9391834135761,-732.9391834135761,-732.9391834135761,0.0,0.0,0.0,23863.197690554225
2011-02-03,24589.45662465641,14351.602470455333,49958.74695667669,24589.45662465641,24589.45662465641,6523.218076467196,6523.218076467196,6523.218076467196,6523.218076467196,6523.218076467196,6523.218076467196,0.0,0.0,0.0,31112.674701123608
2011-02-04,24582.77637534502,4666.784454577136,40414.83430061588,24582.77637534502,24582.77637534502,-1479.2800092583584,-1479.2800092583584,-1479.2800092583584,-1479.2800092583584,-1479.2800092583584,-1479.2800092583584,0.0,0.0,0.0,23103.496366086663
2011-02-06,24569.415876722236,-8736.710852076323,27482.869553177283,24569.415876722236,24569.415876722236,-14952.752658300551,-14952.752658300551,-14952.752658300551,-14952.752658300551,-14952.752658300551,-14952.752658300551,0.0,0.0,0.0,9616.663218421685
2011-02-07,24562.735627410846,5156.63946316058,40197.23845614445,24562.735627410846,24562.735627410846,-1984.521175348141,-1984.521175348141,-1984.521175348141,-1984.521175348141,-1984.521175348141,-1984.521175348141,0.0,0.0,0.0,22578.214452062704
2011-02-08,24556.10804640704,8811.803555030076,43766.22355956434,24556.10804640704,24556.10804640704,1970.4953484477287,1970.4953484477287,1970.4953484477287,1970.4953484477287,1970.4953484477287,1970.4953484477287,0.0,0.0,0.0,26526.60339485477
2011-02-09,24549.480465403234,5423.270468356225,41375.712299110244,24549.480465403234,24549.480465403234,-732.9391834292422,-732.9391834292422,-732.9391834292422,-732.9391834292422,-732.9391834292422,-732.9391834292422,0.0,0.0,0.0,23816.54128197399
2011-02-10,24542.85288439942,11918.115188882195,49035.63586173689,24542.85288439942,24542.85288439942,6523.218076472063,6523.218076472063,6523.218076472063,6523.218076472063,6523.218076472063,6523.218076472063,0.0,0.0,0.0,31066.070960871482
2011-02-11,24536.22530339561,3489.864749628463,41183.15203099785,24536.22530339561,24536.22530339561,-1479.2800092411355,-1479.2800092411355,-1479.2800092411355,-1479.2800092411355,-1479.2800092411355,-1479.2800092411355,0.0,0.0,0.0,23056.945294154477
2011-02-13,24522.970141387996,-9417.96704773543,27153.64809909306,24522.970141387996,24522.970141387996,-14952.752658298228,-14952.752658298228,-14952.752658298228,-14952.752658298228,-14952.752658298228,-14952.752658298228,0.0,0.0,0.0,9570.217483089767
2011-02-14,24516.34256038419,4536.331980946086,40635.95456341961,24516.34256038419,24516.34256038419,-1984.521175352734,-1984.521175352734,-1984.521175352734,-1984.521175352734,-1984.521175352734,-1984.521175352734,0.0,0.0,0.0,22531.821385031457
2011-02-15,24509.714979380384,10086.443710504802,44278.35007384078,24509.714979380384,24509.714979380384,1970.4953485129565,1970.4953485129565,1970.4953485129565,1970.4953485129565,1970.4953485129565,1970.4953485129565,0.0,0.0,0.0,26480.21032789334
2011-02-16,24503.087398376574,7070.967958268754,41847.59547593086,24503.087398376574,24503.087398376574,-732.9391833811754,-732.9391833811754,-732.9391833811754,-732.9391833811754,-732.9391833811754,-732.9391833811754,0.0,0.0,0.0,23770.1482149954
2011-02-17,24496.459817372768,13212.174986184347,48483.53114461462,24496.459817372768,24496.459817372768,6523.218076442897,6523.218076442897,6523.218076442897,6523.218076442897,6523.218076442897,6523.218076442897,0.0,0.0,0.0,31019.677893815664
2011-02-18,24504.849855076965,5172.540265670295,41717.88373416533,24504.849855076965,24504.849855076965,-1479.2800092427333,-1479.2800092427333,-1479.2800092427333,-1479.2800092427333,-1479.2800092427333,-1479.2800092427333,0.0,0.0,0.0,23025.56984583423
2011-02-20,24521.62993048536,-8404.029081681494,27305.299455983884,24521.62993048536,24521.62993048536,-14952.752658268924,-14952.752658268924,-14952.752658268924,-14952.752658268924,-14952.752658268924,-14952.752658268924,0.0,0.0,0.0,9568.877272216436
2011-02-21,24530.019968189554,4937.377487838855,38775.70020276472,24530.019968189554,24530.019968189554,-1984.521175376017,-1984.521175376017,-1984.521175376017,-1984.521175376017,-1984.521175376017,-1984.521175376017,0.0,0.0,0.0,22545.498792813538
2011-02-22,24538.41000589375,9073.96052411859,44262.412351406165,24538.41000589375,24538.41000589375,1970.4953484715402,1970.4953484715402,1970.4953484715402,1970.4953484715402,1970.4953484715402,1970.4953484715402,0.0,0.0,0.0,26508.90535436529
2011-02-23,24546.800043597945,5449.853942166288,42035.409192765954,24546.800043597945,24546.800043597945,-732.9391833968418,-732.9391833968418,-732.9391833968418,-732.9391833968418,-732.9391833968418,-732.9391833968418,0.0,0.0,0.0,23813.860860201105
2011-02-24,24555.190081302146,12696.52721602949,49116.28578960058,24555.190081302146,24555.190081302146,6523.218076413729,6523.218076413729,6523.218076413729,6523.218076413729,6523.218076413729,6523.218076413729,0.0,0.0,0.0,31078.408157715876
2011-02-25,24563.58011900634,5216.561199916696,39687.80508920047,24563.58011900634,24563.58011900634,-1479.2800092443322,-1479.2800092443322,-1479.2800092443322,-1479.2800092443322,-1479.2800092443322,-1479.2800092443322,0.0,0.0,0.0,23084.300109762007
2011-02-27,24580.36019441473,-8985.825843918481,26876.319437754384,24580.36019441473,24580.36019441473,-14952.752658266607,-14952.752658266607,-14952.752658266607,-14952.752658266607,-14952.752658266607,-14952.752658266607,0.0,0.0,0.0,9627.607536148123
2011-02-28,24588.750232118928,4048.95967364948,39671.77931139037,24588.750232118928,24588.750232118928,-1984.5211753306169,-1984.5211753306169,-1984.5211753306169,-1984.5211753306169,-1984.5211753306169,-1984.5211753306169,0.0,0.0,0.0,22604.22905678831
2011-03-01,24597.14026982312,8456.352689358475,43927.533259191776,24597.14026982312,24597.14026982312,1970.4953484884952,1970.4953484884952,1970.4953484884952,1970.4953484884952,1970.4953484884952,1970.4953484884952,0.0,0.0,0.0,26567.635618311615
2011-03-02,24607.471790618736,5525.284886135579,41505.09099602271,24607.471790618736,24607.471790618736,-732.939183357321,-732.939183357321,-732.939183357321,-732.939183357321,-732.939183357321,-732.939183357321,0.0,0.0,0.0,23874.532607261415
2011-03-03,24617.803311414347,13854.095629500216,48871.17320814952,24617.803311414347,24617.803311414347,6523.218076418598,6523.218076418598,6523.218076418598,6523.218076418598,6523.218076418598,6523.218076418598,0.0,0.0,0.0,31141.021387832945
2011-03-04,24628.13483220996,5547.499427123893,40670.102951336485,24628.13483220996,24628.13483220996,-1479.2800092533273,-1479.2800092533273,-1479.2800092533273,-1479.2800092533273,-1479.2800092533273,-1479.2800092533273,0.0,0.0,0.0,23148.85482295663
2011-03-06,24648.797873801177,-7641.618434723815,27899.548780126814,24648.797873801177,24648.797873801177,-14952.752658264284,-14952.752658264284,-14952.752658264284,-14952.752658264284,-14952.752658264284,-14952.752658264284,0.0,0.0,0.0,9696.045215536893
2011-03-07,24659.129394596792,4649.86252227257,41391.80792809102,24659.129394596792,24659.129394596792,-1984.5211752852156,-1984.5211752852156,-1984.5211752852156,-1984.5211752852156,-1984.5211752852156,-1984.5211752852156,0.0,0.0,0.0,22674.608219311576
2011-03-08,24669.460915392403,9343.220922042108,43904.61984178953,24669.460915392403,24669.460915392403,1970.4953485054496,1970.4953485054496,1970.4953485054496,1970.4953485054496,1970.4953485054496,1970.4953485054496,0.0,0.0,0.0,26639.956263897853
2011-03-09,24679.792436188014,5759.763594302592,42976.5690848375,24679.792436188014,24679.792436188014,-732.93918346627,-732.93918346627,-732.93918346627,-732.93918346627,-732.93918346627,-732.93918346627,0.0,0.0,0.0,23946.853252721743
2011-03-10,24690.123956983625,13678.565702666561,49101.88699700104,24690.123956983625,24690.123956983625,6523.218076430503,6523.218076430503,6523.218076430503,6523.218076430503,6523.218076430503,6523.218076430503,0.0,0.0,0.0,31213.342033414126
2011-03-11,24700.45547777924,4367.815240567143,40617.567839210176,24700.45547777924,24700.45547777924,-1479.280009236102,-1479.280009236102,-1479.280009236102,-1479.280009236102,-1479.280009236102,-1479.280009236102,0.0,0.0,0.0,23221.175468543137
2011-03-13,24721.11851937046,-7171.655393747675,27309.602985618996,24721.11851937046,24721.11851937046,-14952.752658293679,-14952.752658293679,-14952.752658293679,-14952.752658293679,-14952.752658293679,-14952.752658293679,0.0,0.0,0.0,9768.36586107678
2011-03-14,24733.34864737114,5006.734087829309,41141.35400486607,24733.34864737114,24733.34864737114,-1984.5211753085011,-1984.5211753085011,-1984.5211753085011,-1984.5211753085011,-1984.5211753085011,-1984.5211753085011,0.0,0.0,0.0,22748.827472062636
2011-03-15,24745.57877537181,9392.039044608913,43004.89626360359,24745.57877537181,24745.57877537181,1970.4953485123053,1970.4953485123053,1970.4953485123053,1970.4953485123053,1970.4953485123053,1970.4953485123053,0.0,0.0,0.0,26716.074123884115
2011-03-16,24757.80890337249,5117.375342983041,42309.37903267476,24757.80890337249,24757.80890337249,-732.9391834267491,-732.9391834267491,-732.9391834267491,-732.9391834267491,-732.9391834267491,-732.9391834267491,0.0,0.0,0.0,24024.869719945742
2011-03-17,24770.039031373166,12639.340982473237,48795.98465896736,24770.039031373166,24770.039031373166,6523.218076442408,6523.218076442408,6523.218076442408,6523.218076442408,6523.218076442408,6523.218076442408,0.0,0.0,0.0,31293.257107815574
2011-03-18,24782.269159373842,4748.064535026238,40481.8550826659,24782.269159373842,24782.269159373842,-1479.2800092188777,-1479.2800092188777,-1479.2800092188777,-1479.2800092188777,-1479.2800092188777,-1479.2800092188777,0.0,0.0,0.0,23302.989150154965
2011-03-20,24806.729415375194,-7455.68096285283,28972.803186426925,24806.729415375194,24806.729415375194,-14952.752658246156,-14952.752658246156,-14952.752658246156,-14952.752658246156,-14952.752658246156,-14952.752658246156,0.0,0.0,0.0,9853.976757129038
2011-03-21,24818.95954337587,2829.9332487822544,39966.6152846563,24818.95954337587,24818.95954337587,-1984.5211753130948,-1984.5211753130948,-1984.5211753130948,-1984.5211753130948,-1984.5211753130948,-1984.5211753130948,0.0,0.0,0.0,22834.438368062776
2011-03-22,24831.18967137655,8510.622456570407,44218.253593800946,24831.18967137655,24831.18967137655,1970.4953484708897,1970.4953484708897,1970.4953484708897,1970.4953484708897,1970.4953484708897,1970.4953484708897,0.0,0.0,0.0,26801.68501984744
2011-03-23,24843.419799377225,5934.746289554556,41006.47915021972,24843.419799377225,24843.419799377225,-732.9391834424146,-732.9391834424146,-732.9391834424146,-732.9391834424146,-732.9391834424146,-732.9391834424146,0.0,0.0,0.0,24110.48061593481
2011-03-24,24856.983251189657,13638.754903217377,49113.49708220178,24856.983251189657,24856.983251189657,6523.218076413242,6523.218076413242,6523.218076413242,6523.218076413242,6523.218076413242,6523.218076413242,0.0,0.0,0.0,31380.2013276029
2011-03-25,24870.546703002085,6913.152526724227,40922.92552904656,24870.546703002085,24870.546703002085,-1479.2800092278742,-1479.2800092278742,-1479.2800092278742,-1479.2800092278742,-1479.2800092278742,-1479.2800092278742,0.0,0.0,0.0,23391.26669377421
2011-03-27,24897.67360662694,-8580.74702855423,26536.254678565572,24897.67360662694,24897.67360662694,-14952.752658275545,-14952.752658275545,-14952.752658275545,-14952.752658275545,-14952.752658275545,-14952.752658275545,0.0,0.0,0.0,9944.920948351395
2011-03-28,24911.237058439376,5118.296675759646,42383.30097366126,24911.237058439376,24911.237058439376,-1984.521175317685,-1984.521175317685,-1984.521175317685,-1984.521175317685,-1984.521175317685,-1984.521175317685,0.0,0.0,0.0,22926.71588312169
2011-03-29,24924.800510251807,9132.48152687305,44240.98706496035,24924.800510251807,24924.800510251807,1970.4953484294733,1970.4953484294733,1970.4953484294733,1970.4953484294733,1970.4953484294733,1970.4953484294733,0.0,0.0,0.0,26895.295858681282
2011-03-30,24938.36396206423,6467.9051529543995,41323.98603932651,24938.36396206423,24938.36396206423,-732.939183394349,-732.939183394349,-732.939183394349,-732.939183394349,-732.939183394349,-732.939183394349,0.0,0.0,0.0,24205.424778669883
2011-03-31,24951.927413876667,13736.363529210726,50697.57683938625,24951.927413876667,24951.927413876667,6523.21807645918,6523.21807645918,6523.21807645918,6523.21807645918,6523.21807645918,6523.21807645918,0.0,0.0,0.0,31475.145490335846
2011-04-01,24965.4908656891,4711.8049279264515,41371.40047287696,24965.4908656891,24965.4908656891,-1479.2800092294733,-1479.2800092294733,-1479.2800092294733,-1479.2800092294733,-1479.2800092294733,-1479.2800092294733,0.0,0.0,0.0,23486.210856459624
2011-04-03,24992.617769313958,-7626.86535970911,26898.772368961567,24992.617769313958,24992.617769313958,-14952.752658273228,-14952.752658273228,-14952.752658273228,-14952.752658273228,-14952.752658273228,-14952.752658273228,0.0,0.0,0.0,10039.86511104073
2011-04-04,25006.18122112639,6204.053626080179,40724.87341114691,25006.18122112639,25006.18122112639,-1984.5211752722844,-1984.5211752722844,-1984.5211752722844,-1984.5211752722844,-1984.5211752722844,-1984.5211752722844,0.0,0.0,0.0,23021.660045854107
2011-04-05,25020.07964456081,8398.133553736068,45188.550870594365,25020.07964456081,25020.07964456081,1970.4953484846023,1970.4953484846023,1970.4953484846023,1970.4953484846023,1970.4953484846023,1970.4953484846023,0.0,0.0,0.0,26990.57499304541
2011-04-06,25033.97806799523,6402.313205509533,42011.29123437529,25033.97806799523,25033.97806799523,-732.9391834100152,-732.9391834100152,-732.9391834100152,-732.9391834100152,-732.9391834100152,-732.9391834100152,0.0,0.0,0.0,24301.038884585214
2011-04-07,25047.87649142965,13370.038166699913,47695.83761923033,25047.87649142965,25047.87649142965,6523.218076430016,6523.218076430016,6523.218076430016,6523.218076430016,6523.218076430016,6523.218076430016,0.0,0.0,0.0,31571.09456785967
2011-04-08,25061.774914864076,5096.849104240663,41519.92325039308,25061.774914864076,25061.774914864076,-1479.2800092310708,-1479.2800092310708,-1479.2800092310708,-1479.2800092310708,-1479.2800092310708,-1479.2800092310708,0.0,0.0,0.0,23582.494905633004
2011-04-10,25089.57176173292,-8351.576153536773,27340.48023040035,25089.57176173292,25089.57176173292,-14952.752658289131,-14952.752658289131,-14952.752658289131,-14952.752658289131,-14952.752658289131,-14952.752658289131,0.0,0.0,0.0,10136.81910344379
2011-04-11,25103.470185167338,5288.466136618171,40181.327226010784,25103.470185167338,25103.470185167338,-1984.5211753455624,-1984.5211753455624,-1984.5211753455624,-1984.5211753455624,-1984.5211753455624,-1984.5211753455624,0.0,0.0,0.0,23118.949009821776
2011-04-12,25117.368608601762,9645.00290120017,44138.32834854019,25117.368608601762,25117.368608601762,1970.4953485599283,1970.4953485599283,1970.4953485599283,1970.4953485599283,1970.4953485599283,1970.4953485599283,0.0,0.0,0.0,27087.86395716169
2011-04-13,25131.267032036183,7943.901296528717,42728.282958117605,25131.267032036183,25131.267032036183,-732.9391834256807,-732.9391834256807,-732.9391834256807,-732.9391834256807,-732.9391834256807,-732.9391834256807,0.0,0.0,0.0,24398.3278486105
2011-04-14,25145.165455470607,13291.417527299393,49062.2205243263,25145.165455470607,25145.165455470607,6523.218076441921,6523.218076441921,6523.218076441921,6523.218076441921,6523.218076441921,6523.218076441921,0.0,0.0,0.0,31668.38353191253
2011-04-15,25159.063878905024,4992.23525385229,41773.54513048992,25159.063878905024,25159.063878905024,-1479.2800092138455,-1479.2800092138455,-1479.2800092138455,-1479.2800092138455,-1479.2800092138455,-1479.2800092138455,0.0,0.0,0.0,23679.78386969118
2011-04-17,25189.56327801439,-6579.502965824653,27758.44878191171,25189.56327801439,25189.56327801439,-14952.75265828681,-14952.75265828681,-14952.75265828681,-14952.75265828681,-14952.75265828681,-14952.75265828681,0.0,0.0,0.0,10236.81061972758
2011-04-18,25204.812977569065,5263.07869215668,41893.495321422684,25204.812977569065,25204.812977569065,-1984.521175300163,-1984.521175300163,-1984.521175300163,-1984.521175300163,-1984.521175300163,-1984.521175300163,0.0,0.0,0.0,23220.2918022689
2011-04-19,25220.062677123748,8740.127507374875,43419.27187975853,25220.062677123748,25220.062677123748,1970.495348518512,1970.495348518512,1970.495348518512,1970.495348518512,1970.495348518512,1970.495348518512,0.0,0.0,0.0,27190.558025642258
2011-04-20,25235.312376678423,7543.614546057742,41980.62229577549,25235.312376678423,25235.312376678423,-732.9391834413454,-732.9391834413454,-732.9391834413454,-732.9391834413454,-732.9391834413454,-732.9391834413454,0.0,0.0,0.0,24502.37319323708
2011-04-21,25250.562076233105,14462.923117708115,49497.19821414467,25250.562076233105,25250.562076233105,6523.218076405715,6523.218076405715,6523.218076405715,6523.218076405715,6523.218076405715,6523.218076405715,0.0,0.0,0.0,31773.78015263882
